Keyword,Title,URL
sensor,Open Air Chicago Individual Measurements,https://catalog.data.gov/dataset/open-air-chicago-individual-measurements
sensor,"NCEI/WDS Global Historical Tsunami Database, 2100 BC to Present",https://catalog.data.gov/dataset/ncei-wds-global-historical-tsunami-database-2100-bc-to-present1
sensor,CMAPSS Jet Engine Simulated Data,https://catalog.data.gov/dataset/cmapss-jet-engine-simulated-data
sensor,QFlow 2.0: Quantum dot data for machine learning,https://catalog.data.gov/dataset/quantum-dot-data-for-machine-learning-b2aef
sensor,Shot Spotter Gun Shots,https://catalog.data.gov/dataset/shot-spotter-gun-shots
sensor,ASTER Global Digital Elevation Model V003,https://catalog.data.gov/dataset/aster-global-digital-elevation-model-v003-da807
sensor,"Quality-controlled sea surface marine physical, meteorological and other in situ measurements from the NCEI Surface Underway Marine Database (NCEI-SUMD)",https://catalog.data.gov/dataset/quality-controlled-sea-surface-marine-physical-meteorological-and-other-in-situ-measurements-fr
sensor,Air Quality Annual Summary,https://catalog.data.gov/dataset/air-quality-annual-summary
sensor,Humboldt Bay Orthoimages,https://catalog.data.gov/dataset/humboldt-bay-orthoimages2
sensor,"Data from: Comparative assessment of colony size, hive weight changes, thermoregulation, and within-hive CO2 for mite resistant and Italian honey bee stocks",https://catalog.data.gov/dataset/data-from-comparative-assessment-of-colony-size-hive-weight-changes-thermoregulation-and-w
sensor,Gearbox Fault Diagnosis Data,https://catalog.data.gov/dataset/gearbox-fault-diagnosis-data
sensor,Chlorophyll-a,https://catalog.data.gov/dataset/chlorophyll-a1
sensor,Google Street View Air Quality Data: Oakland CA NO2 2015-2016,https://catalog.data.gov/dataset/google-street-view-air-quality-data-oakland-ca-no2-2015-2016
sensor,NOAA Climate Data Record (CDR) of the Global Precipitation Climatology Project (GPCP) Daily Version 3.3,https://catalog.data.gov/dataset/noaa-climate-data-record-cdr-of-the-global-precipitation-climatology-project-gpcp-daily-version
sensor,USGS High Resolution Orthoimagery,https://catalog.data.gov/dataset/usgs-high-resolution-orthoimagery
sensor,"2022 - 2023 NOAA USGS Lidar: Hawaii (Kahoolawe, Lanai, Maui, Molokai, Oahu)",https://catalog.data.gov/dataset/2022-2023-noaa-usgs-lidar-hawaii-kahoolawe-lanai-maui-molokai-oahu
sensor,Active Transportation Count Dataset,https://catalog.data.gov/dataset/active-transportation-count-dataset
sensor,Bluetooth Low Energy (BLE) Received Signal Strength Indicator (RSSI) Data for Proximity Detection in COVID-19 Electronic Contact Tracing,https://catalog.data.gov/dataset/bluetooth-low-energy-ble-received-signal-strength-indicator-rssi-data-for-proximity-detect
sensor,Data Files Associated with Orthogonal Machining Tests on Carbon Fiber Reinforced Plastics (CFRP),https://catalog.data.gov/dataset/data-files-associated-with-orthogonal-machining-tests-on-carbon-fiber-reinforced-plastics-
sensor,"Rockport, TX",https://catalog.data.gov/dataset/rockport-tx3
sensor,Fireball And Bolide Reports,https://catalog.data.gov/dataset/fireball-and-bolide-reports
sensor,Sample IEEE123 Bus system for OEDI SI,https://catalog.data.gov/dataset/sample-ieee123-bus-system-for-oedi-si
sensor,MODIS/Terra+Aqua Land Cover Type Yearly L3 Global 500m SIN Grid V006,https://catalog.data.gov/dataset/modis-terraaqua-land-cover-type-yearly-l3-global-500m-sin-grid-v006-8c515
sensor,Landsat Level-1 Collection 2,https://catalog.data.gov/dataset/landsat-level-1-collection-2
sensor,"USDA-ARS Tucson, Arizona 2014-2022 Data Reservoir of Field Experiments with Managed Honey Bee Colonies: Annotated Hive Frame Photos: Dataset I",https://catalog.data.gov/dataset/usda-ars-tucson-arizona-2014-2022-data-reservoir-of-field-experiments-with-managed-honey-b
sensor,Using Wearable Sensors to Predict Risk of Heat-Related Injuries for Individuals Wearing Personal Data Version 1,https://catalog.data.gov/dataset/using-wearable-sensors-to-predict-risk-of-heat-related-injuries-for-individuals-wearing-pe
sensor,Kelp distribution off California,https://catalog.data.gov/dataset/kelp-distribution-off-california1
sensor,NOAA Space Environment Monitor (SEM) Science-Quality Solar X-Ray Sensor (XRS) Data from GOES 1-15,https://catalog.data.gov/dataset/noaa-space-environment-monitor-sem-science-quality-solar-x-ray-sensor-xrs-data-from-goes-1-151
sensor,"An Integrated Approach to Battery Health Monitoring using Bayesian Regression, Classification and State Estimation",https://catalog.data.gov/dataset/an-integrated-approach-to-battery-health-monitoring-using-bayesian-regression-classificati
sensor,"MAPCO2 Buoy: Olowalu, Maui, Hawaii",https://catalog.data.gov/dataset/mapco2-buoy-olowalu-maui-hawaii
sensor,Sentinel-6 NASA/JPL GNSS-RO Non-Time-Critical Level 1B V1 (S6A_RO_1B_NTC_NC__) at GES DISC,https://catalog.data.gov/dataset/sentinel-6-nasa-jpl-gnss-ro-non-time-critical-level-1b-v1-s6a-ro-1b-ntc-nc-at-ges-disc
sensor,Open Air Chicago Day Aggregations,https://catalog.data.gov/dataset/open-air-chicago-day-aggregations
sensor,Utah FORGE: Well 16A(78)-32 Logs,https://catalog.data.gov/dataset/utah-forge-well-16a78-32-logs-4132e
sensor,Primary productivity derived from ocean color remote sensing,https://catalog.data.gov/dataset/primary-productivity-derived-from-ocean-color-remote-sensing2
sensor,Advanced Driver Assistance System (ADAS)-Equipped Single-Vehicle Data for Central Ohio,https://catalog.data.gov/dataset/advanced-driver-assistance-system-adas-equipped-single-vehicle-data-for-central-ohio
sensor,"Global Vegetation Greenness (NDVI) from AVHRR GIMMS-3G+, 1981-2022",https://catalog.data.gov/dataset/global-vegetation-greenness-ndvi-from-avhrr-gimms-3g-1981-2022-62be3
sensor,"Salinity, temperature, and other data collected aboard NOAA Ship FERREL and other platforms from 1996-01-30 to 1999-01-26 (NCEI Accession 9900157)",https://catalog.data.gov/dataset/salinity-temperature-and-other-data-collected-aboard-noaa-ship-ferrel-and-other-platforms-from-1
sensor,Utah FORGE: Well 78B-32 Daily Drilling Reports and Logs,https://catalog.data.gov/dataset/utah-forge-well-78b-32-daily-drilling-reports-and-logs-7efa9
sensor,Process and robot data from a two robot workcell representative performing representative manufacturing operations.,https://catalog.data.gov/dataset/process-and-robot-data-from-a-two-robot-workcell-representative-performing-representative-
sensor,Health Monitoring and Prognostics for Computer Servers,https://catalog.data.gov/dataset/health-monitoring-and-prognostics-for-computer-servers
sensor,Basin and Range Investigation for Developing Geothermal Energy: Exploration Data,https://catalog.data.gov/dataset/basin-and-range-investigation-for-developing-geothermal-energy-exploration-data-11fed
sensor,"Oceanographic and biological water parameter data collected from the M110 and M110X moorings in Lake Michigan, Great Lakes region to support the long-term ecological research Muskegon transect studies by NOAA Great Lakes Environmental Research Laboratory from 2021-05-18 to 2022-05-17 (NCEI Accession 0276345)",https://catalog.data.gov/dataset/oceanographic-and-biological-water-parameter-data-collected-from-the-m110-and-m110x-moorings-in
sensor,Smartphone Data for Development of Indoor Localization Apps,https://catalog.data.gov/dataset/smartphone-data-for-development-of-indoor-localization-apps
sensor,WorldView-3 Level 1B Multispectral 8-Band Satellite Imagery,https://catalog.data.gov/dataset/worldview-3-level-1b-multispectral-8-band-satellite-imagery
sensor,Air Quality Purple Air Sensors,https://catalog.data.gov/dataset/air-quality-purple-air-sensors
sensor,Bluetooth Travel Sensors - Individual Traffic Match Files (ITMF),https://catalog.data.gov/dataset/bluetooth-travel-sensors-individual-traffic-match-files-itmf
sensor,Intersection Safety Challenge Stage 1B Training Data,https://catalog.data.gov/dataset/intersection-safety-challenge-stage-1b-training-data-sample-47af1
sensor,Flight Data For Tail 687,https://catalog.data.gov/dataset/flight-data-for-tail-687
sensor,NOAA Next Generation Radar (NEXRAD) Level 3 Products,https://catalog.data.gov/dataset/noaa-next-generation-radar-nexrad-level-3-products2
sensor,"Airborne imaging spectrometer data collected for characterizing mineral resources near Nabesna, Alaska, 2014: CAL03",https://catalog.data.gov/dataset/airborne-imaging-spectrometer-data-collected-for-characterizing-mineral-resources-near-nab-b7d43
sensor,Current meter and other data from FIXED PLATFORMS from NW Atlantic (limit-40 W) as part of the Outer Continental Shelf (OCS) and other projects from 1982-11-10 to 1984-11-01 (NCEI Accession 8600090),https://catalog.data.gov/dataset/current-meter-and-other-data-from-fixed-platforms-from-nw-atlantic-limit-40-w-as-part-of-the-ou
sensor,"Cetacean visual observations, samples and environmental parameters collected onboard the NOAA Ship Gordon Gunter (GU) in the Gulf of America (formerly U.S. Gulf of Mexico) from 2009-06-13 to 2009-08-12 (survey GU0903) (NCEI Accession 0304467)",https://catalog.data.gov/dataset/cetacean-visual-observations-samples-and-environmental-parameters-collected-onboard-the-noaa-sh
sensor,"Walton-Smith CTD, WS17170, WS17170_WS17170stn16, 2017-06-20, 24.6752N 81.2052W",https://catalog.data.gov/dataset/walton-smith-ctd-ws17170-ws17170_ws17170stn16-2017-06-20-24-6752n-81-2052w1
sensor,Sounder SIPS: AQUA AIRS IR + MW Level 3 CLIMCAPS : Comprehensive Quality Control Gridded Daily V2 (SNDRAQIML3CDCCP) at GES DISC,https://catalog.data.gov/dataset/sounder-sips-aqua-airs-ir-mw-level-3-climcaps-comprehensive-quality-control-gridded-daily--c85db
sensor,"2019 NOAA NGS Ortho-rectified Color Mosaic of Chicago, IL",https://catalog.data.gov/dataset/2019-noaa-ngs-ortho-rectified-color-mosaic-of-chicago-il1
sensor,"Walton-Smith CTD, WS21032, WS21032_WS21032_Stn.KW4, 2021-02-06, 25.012N 82.039W",https://catalog.data.gov/dataset/walton-smith-ctd-ws21032-ws21032_ws21032_stn-kw4-2021-02-06-25-012n-82-039w
sensor,Ship Sensor Observations for Operation Deep Scope 2007 - Office of Ocean Exploration,https://catalog.data.gov/dataset/ship-sensor-observations-for-operation-deep-scope-2007-office-of-ocean-exploration2
sensor,"Walton-Smith CTD, WS0807, WS0807_WS0807_CH5, 2008-05-09, 26.3853N 82.767W",https://catalog.data.gov/dataset/walton-smith-ctd-ws0807-ws0807_ws0807_ch5-2008-05-09-26-3853n-82-767w3
sensor,TABS D,https://catalog.data.gov/dataset/tabs-d2
sensor,"2012 NOAA Ortho-rectified Color Mosaic Stockton Deep Water Channel,California",https://catalog.data.gov/dataset/2012-noaa-ortho-rectified-color-mosaic-stockton-deep-water-channelcalifornia1
sensor,Real-Time Road Conditions,https://catalog.data.gov/dataset/real-time-road-conditions
sensor,MODIS/Terra Net Primary Production Yearly L4 Global 500m SIN Grid V006,https://catalog.data.gov/dataset/modis-terra-net-primary-production-yearly-l4-global-500m-sin-grid-v006-3da6f
sensor,Solar Features - Solar Flares,https://catalog.data.gov/dataset/solar-features-solar-flares1
sensor,GHRSST Level 3U NOAA STAR SST v2.80 from VIIRS on S-NPP Satellite,https://catalog.data.gov/dataset/ghrsst-level-3u-noaa-star-sst-v2-80-from-viirs-on-s-npp-satellite-22932
sensor,Utah FORGE 3-2417: Meteorological Data During 2024 Stimulation,https://catalog.data.gov/dataset/utah-forge-3-2417-meteorological-data-during-2024-stimulation-d9796
sensor,"(WADOH) Totten Inlet site, N end near Gallagher Cove",https://catalog.data.gov/dataset/wadoh-totten-inlet-site-n-end-near-gallagher-cove1
sensor,"Leaf Area Index Maps at 30-m Resolution, VALERI Site, Larose, Canada",https://catalog.data.gov/dataset/leaf-area-index-maps-at-30-m-resolution-valeri-site-larose-canada-37a0d
sensor,"Canadian Ice Breaker, Sir Wilfred Laurier Cruise - Imagery",https://catalog.data.gov/dataset/canadian-ice-breaker-sir-wilfred-laurier-cruise-imagery2
sensor,EGS Collab Experiment 1: Accelerometer orientations,https://catalog.data.gov/dataset/egs-collab-experiment-1-accelerometer-orientations-ab68e
sensor,"Walton-Smith CTD, WS19322, WS19322_StnV6, 2019-11-21, 26.9158N 82.8203W",https://catalog.data.gov/dataset/walton-smith-ctd-ws19322-ws19322_stnv6-2019-11-21-26-9158n-82-8203w1
sensor,"2020 NOAA NGS Ortho-rectified Near-Infrared Mosaic of Cleveland, OH",https://catalog.data.gov/dataset/2020-noaa-ngs-ortho-rectified-near-infrared-mosaic-of-cleveland-oh1
sensor,Geostationary Lightning Mapper (GLM) Thunder Hour Data Product,https://catalog.data.gov/dataset/geostationary-lightning-mapper-glm-thunder-hour-data-product
sensor,"2020 NOAA NGS Ortho-rectified Color Mosaic of Brownsville, TX",https://catalog.data.gov/dataset/2020-noaa-ngs-ortho-rectified-color-mosaic-of-brownsville-tx1
sensor,MODIS/Terra Gross Primary Productivity 8-Day L4 Global 500m SIN Grid V061,https://catalog.data.gov/dataset/modis-terra-gross-primary-productivity-8-day-l4-global-500m-sin-grid-v061-eddb0
sensor,"2025 NOAA NGS Ortho-rectified 4 band Mosaic of Toledo, OH",https://catalog.data.gov/dataset/2025-noaa-ngs-ortho-rectified-4-band-mosaic-of-toledo-oh
sensor,ASTER Expedited L1B Registered Radiance at the Sensor V003,https://catalog.data.gov/dataset/aster-expedited-l1b-registered-radiance-at-the-sensor-v003-21ea9
sensor,LADOT Parking Meter Occupancy,https://catalog.data.gov/dataset/ladot-parking-meter-occupancy
sensor,"Partial pressure (or fugacity) of carbon dioxide, dissolved inorganic carbon, alkalinity, temperature, salinity and other variables collected from discrete sample and profile observations using CTD, PAR Sensor and other instruments from AURORA AUSTRALIS in the Indian Ocean and Southern Oceans from 2016-01-11 to 2016-03-15 (NCEI Accession 0163181)",https://catalog.data.gov/dataset/partial-pressure-or-fugacity-of-carbon-dioxide-dissolved-inorganic-carbon-alkalinity-temperatur15
sensor,"Trajectory profile data from glider SBU01-06, including pH deployed by Stony Brook University in the Mid-Atlantic Bight, North Atlantic Ocean from 2021-11-02 to 2021-11-20 (NCEI Accession 0293532)",https://catalog.data.gov/dataset/trajectory-profile-data-from-glider-sbu01-06-including-ph-deployed-by-stony-brook-university-in
sensor,GPM Ground Validation National Mosaic and Multi-Sensor QPE (NMQ) System IFloodS V1,https://catalog.data.gov/dataset/gpm-ground-validation-national-mosaic-and-multi-sensor-qpe-nmq-system-ifloods-v1-e2c35
sensor,"""LATEX CTD - d93d044.nc - 28.05N, 92.0W - 1993-02-08""",https://catalog.data.gov/dataset/latex-ctd-d93d044-nc-28-05n-92-0w-1993-02-081
sensor,MODIS/Terra Net Evapotranspiration 8-Day L4 Global 500m SIN Grid V006,https://catalog.data.gov/dataset/modis-terra-net-evapotranspiration-8-day-l4-global-500m-sin-grid-v006-524bd
sensor,Data for ioos-station-wmo-42932,https://catalog.data.gov/dataset/data-for-ioos-station-wmo-429323
sensor,B01 Optics,https://catalog.data.gov/dataset/b01-optics
sensor,"Greenland Ice Sheet Melt Characteristics Derived from Passive Microwave Data, Version 1",https://catalog.data.gov/dataset/greenland-ice-sheet-melt-characteristics-derived-from-passive-microwave-data-version-1-face9
sensor,NREL RSF Measured Data 2011,https://catalog.data.gov/dataset/nrel-rsf-measured-data-2011-c7c02
sensor,Sentinel-6A Level 2 GNSS Radio Occultation Near-Real-Time V1 (S6A_RO_2__NRT_NC__) at GES DISC,https://catalog.data.gov/dataset/sentinel-6a-level-2-gnss-radio-occultation-near-real-time-v1-s6a-ro-2-nrt-nc-at-ges-disc
sensor,Voyager 1 1.92-s Averaged Triaxial Fluxgate Magnetometer (MAG) Interplanetary Magnetic Field in CDF Format,https://catalog.data.gov/dataset/voyager-1-1-92-s-averaged-triaxial-fluxgate-magnetometer-mag-interplanetary-magnetic-field
sensor,NREL MOIS Data for NWEI Azura October 2015,https://catalog.data.gov/dataset/nrel-mois-data-for-nwei-azura-october-2015-77c06
sensor,NWEI AZURA Data for March 2018 Measured by MOIS (NREL),https://catalog.data.gov/dataset/nwei-azura-data-for-march-2018-measured-by-mois-nrel-a3d10
sensor,"2016 NOAA NGS Ortho-rectified Mean Low Low Water Near-Infrared Mosaic of Strait of Juan De Fuca, Washington",https://catalog.data.gov/dataset/2016-noaa-ngs-ortho-rectified-mean-low-low-water-near-infrared-mosaic-of-strait-of-juan-de-fuca1
sensor,"Walton-Smith CTD, WS1102, WS1102_060, 2011-02-24, 25.1662N 81.3365W",https://catalog.data.gov/dataset/walton-smith-ctd-ws1102-ws1102_060-2011-02-24-25-1662n-81-3365w1
sensor,"BARREL 3C Data Processing Unit (HKPG) Analog Housekeeping Voltage, Temperature, Current, and Payload Status, Level 2, 40 s Data",https://catalog.data.gov/dataset/barrel-3c-data-processing-unit-hkpg-analog-housekeeping-voltage-temperature-current-and-pa
sensor,"PacIOOS Wave Buoy 197: Tanapag, Saipan, CNMI",https://catalog.data.gov/dataset/pacioos-wave-buoy-197-tanapag-saipan-cnmi1
sensor,2012 NOAA Ortho-rectified Color Mosaic of Oregon: Columbia River - Bonneville Dam to Lake Umatilla,https://catalog.data.gov/dataset/2012-noaa-ortho-rectified-color-mosaic-of-oregon-columbia-river-bonneville-dam-to-lake-umatilla1
sensor,Global Daily Climatology Network: Kazakhstan subset,https://catalog.data.gov/dataset/global-daily-climatology-network-kazakhstan-subset3
sensor,"""LATEX CTD - d93e154.nc - 27.75N, 96.06W - 1993-05-06""",https://catalog.data.gov/dataset/latex-ctd-d93e154-nc-27-75n-96-06w-1993-05-061
sensor,"""LATEX CTD - d93g197.nc - 27.2N, 96.83W - 1993-11-19""",https://catalog.data.gov/dataset/latex-ctd-d93g197-nc-27-2n-96-83w-1993-11-191
sensor,High-resolution ocean and atmosphere pCO2 time-series measurements from mooring Kaneohe_158W_21N in the North Pacific Ocean from 2011-09-30 to 2020-10-20 (NCEI Accession 0157297),https://catalog.data.gov/dataset/high-resolution-ocean-and-atmosphere-pco2-time-series-measurements-from-mooring-kaneohe_158w_211
sensor,"""LATEX CTD - d93g175.nc - 27.6N, 95.88W - 1993-11-18""",https://catalog.data.gov/dataset/latex-ctd-d93g175-nc-27-6n-95-88w-1993-11-18
sensor,2010 NOAA NGS Ortho-rectified Color Mosaic of MISSISSIPPI RIVER - LAPLACE TO VENICE,https://catalog.data.gov/dataset/2010-noaa-ngs-ortho-rectified-color-mosaic-of-mississippi-river-laplace-to-venice1
sensor,"Dissolved inorganic carbon, alkalinity, temperature, salinity and other variables collected from discrete sample, profile and time series profile observations using CTD, bottle and other instruments from LA CURIEUSE in the Indian Ocean from 1990-01-27 to 1995-01-08 (NCEI Accession 0112882)",https://catalog.data.gov/dataset/dissolved-inorganic-carbon-alkalinity-temperature-salinity-and-other-variables-collected-from-d46
sensor,"2017 NOAA NGS Ortho-rectified Near Infrared Mosaic of St. Jeromes Creek, MD",https://catalog.data.gov/dataset/2017-noaa-ngs-ortho-rectified-near-infrared-mosaic-of-st-jeromes-creek-md
sensor,GPM IMERG Final Precipitation L3 1 month 0.1 degree x 0.1 degree V07 (GPM_3IMERGM) at GES DISC,https://catalog.data.gov/dataset/gpm-imerg-final-precipitation-l3-1-month-0-1-degree-x-0-1-degree-v07-gpm-3imergm-at-ges-di-d48a7
sensor,"2018 NOAA NGS Ortho-rectified Near-Infrared Mosaic of Camp Pendleton, CA",https://catalog.data.gov/dataset/2018-noaa-ngs-ortho-rectified-near-infrared-mosaic-of-camp-pendleton-ca2
sensor,ECCO Ocean Three-Dimensional Volume Fluxes - Monthly Mean llc90 Grid (Version 4 Release 4),https://catalog.data.gov/dataset/ecco-ocean-three-dimensional-volume-fluxes-monthly-mean-llc90-grid-version-4-release-4
sensor,Open Air Chicago Hour Aggregations,https://catalog.data.gov/dataset/open-air-chicago-hour-aggregations
sensor,"2014 NOAA NGS Ortho-rectified Mean Low Low Water Color Mosaic of Venice Inlet ICW, Florida",https://catalog.data.gov/dataset/2014-noaa-ngs-ortho-rectified-mean-low-low-water-color-mosaic-of-venice-inlet-icw-florida1
sensor,AIRS/Aqua L2 Standard Physical Retrieval (AIRS+AMSU+HSB) V006 (AIRH2RET) at GES DISC,https://catalog.data.gov/dataset/airs-aqua-l2-standard-physical-retrieval-airsamsuhsb-v006-airh2ret-at-ges-disc-24295
sensor,National Weather Service Raw Upper Air Observational Data - Monthly,https://catalog.data.gov/dataset/national-weather-service-raw-upper-air-observational-data-monthly2
sensor,"2006 Reson 8101ER Multibeam Sonar Data from Cruise AHI-06-09 - Kure Atoll, Pearl and Hermes Atoll and Kauai Island",https://catalog.data.gov/dataset/2006-reson-8101er-multibeam-sonar-data-from-cruise-ahi-06-09-kure-atoll-pearl-and-hermes-atoll-5
sensor,MODIS/Terra Vegetation Indices Monthly L3 Global 0.05Deg CMG V061,https://catalog.data.gov/dataset/modis-terra-vegetation-indices-monthly-l3-global-0-05deg-cmg-v061-20d2d
sensor,AIRS/Aqua L3 8-day Support Product (AIRS-only) 1 degree X 1 degree V006 (AIRS3SP8) at GES DISC,https://catalog.data.gov/dataset/airs-aqua-l3-8-day-support-product-airs-only-1-degree-x-1-degree-v006-airs3sp8-at-ges-disc-f3357
sensor,Raw Ground Penetrating Radar Data on North American Glaciers,https://catalog.data.gov/dataset/raw-ground-penetrating-radar-data-on-north-american-glaciers-78d34
sensor,MODIS/Aqua Land Surface Temperature/Emissivity Monthly L3 Global 6km SIN Grid V006,https://catalog.data.gov/dataset/modis-aqua-land-surface-temperature-emissivity-monthly-l3-global-6km-sin-grid-v006-d37e5
sensor,Lightning Imaging Sensor (LIS) on TRMM Science Data V4,https://catalog.data.gov/dataset/lightning-imaging-sensor-lis-on-trmm-science-data-v4-6452f
sensor,Dataset Development and Application of a United States wide correction for PM2.5 data collected with the PurpleAir sensor,https://catalog.data.gov/dataset/dataset-development-and-application-of-a-united-states-wide-correction-for-pm2-5-data-coll
sensor,"Chemical, physical and profile oceanographic data collected aboard NOAA Ship THOMAS JEFFERSON in the Gulf of Mexico from 2010-06-15 to 2010-06-28 in response to the Deepwater Horizon Oil Spill event (NCEI Accession 0069083)",https://catalog.data.gov/dataset/chemical-physical-and-profile-oceanographic-data-collected-aboard-noaa-ship-thomas-jefferson-in
sensor,LADOT Parking Meter Occupancy - Archive,https://catalog.data.gov/dataset/ladot-parking-meter-occupancy-archive
sensor,USGS Spectral Library Version 7 Data,https://catalog.data.gov/dataset/usgs-spectral-library-version-7-data-fafa8
sensor,VIIRS/NPP Surface Reflectance Daily L3 Global 0.05 Deg CMG V001,https://catalog.data.gov/dataset/viirs-npp-surface-reflectance-daily-l3-global-0-05-deg-cmg-v001
sensor,VIIRS/NPP Surface Reflectance 8-Day L3 Global 1km SIN Grid V001,https://catalog.data.gov/dataset/viirs-npp-surface-reflectance-8-day-l3-global-1km-sin-grid-v001
sensor,Oceanographic data collected during the EX1903L2 Mid and Southeast US (ROV & Mapping) expedition on NOAA Ship OKEANOS EXPLORER in the North Atlantic Ocean from 2019-06-20 to 2019-07-12 (NCEI Accession 0195408),https://catalog.data.gov/dataset/oceanographic-data-collected-during-the-ex1903l2-mid-and-southeast-us-rov-mapping-expedition-on1
sensor,CAMP2Ex Miscellaneous Data,https://catalog.data.gov/dataset/camp2ex-miscellaneous-data
sensor,"Meteorology, physical oceanography, transport of water, biogeochemistry, and other parameters collected at fixed locations in the open ocean from the OceanSITES network",https://catalog.data.gov/dataset/meteorology-physical-oceanography-transport-of-water-biogeochemistry-and-other-parameters-colle
sensor,ru28-20230906T1601,https://catalog.data.gov/dataset/ru28-20230906t16011
sensor,Oxygen Uptake - Live Hauling of Fish,https://catalog.data.gov/dataset/oxygen-uptake-live-hauling-of-fish2
sensor,"Walton-Smith CTD, WS22281, WS22281_StnV1, 2022-10-11, 27.1053N 82.4843W",https://catalog.data.gov/dataset/walton-smith-ctd-ws22281-ws22281_stnv1-2022-10-11-27-1053n-82-4843w2
sensor,"""LATEX CTD - d92c005.nc - 27.9N, 94.16W - 1992-11-06""",https://catalog.data.gov/dataset/latex-ctd-d92c005-nc-27-9n-94-16w-1992-11-061
